artist_name;track_name;release_year;genre;sadness;danceability;acousticness;topic;track_id
coldplay;hurts like heaven;2011;pop;0.2699544652314413;0.3869814794757933;0.0100391667059906;violence;t53
a day to remember;sticks & bricks;2011;pop;0.3797240287358402;0.4368027726632731;4.628518703332032e-05;sadness;t54
hollywood undead;hear me now;2011;pop;0.0015479876908978;0.4281381999350158;0.0001997993973889;world/life;t55
sleeping with sirens;f**k you;2011;pop;0.0015479876870394;0.4292212715260479;0.0009979929698724;world/life;t56
will.i.am;hot wings (i wanna party);2011;pop;0.0008097166117685;0.7259828874688617;0.0096877607306834;obscene;t57
mandisa;good morning;2011;pop;0.0004699248705933;0.798548684068017;0.0609428322719199;feelings;t58
jesse & joy;la de la mala suerte;2011;pop;0.0175438596491234;0.5234484999458465;0.0382520464377976;violence;t59
rise against;make it stop (september's children);2011;pop;0.1892534137755711;0.3739846203834074;0.0005793178507207;violence;t60
selena gomez;shake it up;2011;pop;0.0006265664330617;0.7378966749702156;0.0426697215559453;obscene;t61
the crystals;then he kissed me;2011;pop;0.0609508835995691;0.3999783385681794;0.702810946597336;romantic;t62
wiz khalifa;wake up;2011;pop;0.0003654970917522;0.7173183147406045;0.4277102687854104;obscene;t63
birdy;people help the people;2011;pop;0.2469279632156918;0.3739846203834074;0.7811242782372273;violence;t64
rihanna;where have you been;2011;pop;0.001012145827891;0.7119029567854437;0.0020170702982633;world/life;t65
jason walker;echo;2011;pop;0.000809716650749;0.3696523340192786;0.6666663319943094;violence;t66
wale;that way (feat. jeremih & rick ross);2011;pop;0.0058479533323296;0.6729123795082855;0.0380512430233363;obscene;t67
snoop dogg;french inhale (feat. mike posner);2011;pop;0.0012531328743201;0.6198418715477094;0.1375493348888904;obscene;t68
lil wayne;she will;2011;pop;0.0004177109622198;0.3274125419690242;0.0004026108459948;obscene;t69
avicii;levels;2011;pop;0.0035087719516968;0.5819343658615834;0.0071074368548562;feelings;t70
bon iver;minnesota, wi;2011;pop;0.3746282077394113;0.5429437885844254;0.9718875219754236;sadness;t71
the civil wars;barton hollow;2011;pop;0.2094859589994582;0.3696523340192786;0.1234930958766023;violence;t72
flatsound;my heart goes bum bum bum;2011;pop;0.089674535499009;0.3425755442434745;0.1987943762995746;violence;t73
phantogram;don't move;2011;pop;0.0379805250826496;0.5375284306292646;7.11848104265165e-05;violence;t74
jessie j;price tag;2011;pop;0.000365497103982;0.6241741579118381;0.0282118757147346;obscene;t75
demi lovato;give your heart a break;2011;pop;0.6487303632107309;0.6295895158669989;0.2369470250472139;sadness;t76
lady gaga;the edge of glory;2011;pop;0.0004537205414782;0.5624390772230045;0.0003433738387287;violence;t77
ben howard;only love;2011;pop;0.5255837173970709;0.5234484999458465;0.3012041176748169;sadness;t78
the oh hellos;hello my old heart;2011;pop;0.3625934708431705;0.5364453590382325;0.6265056491020574;sadness;t79
eli young band;even if it breaks your heart;2011;pop;0.2807400673246144;0.6555832340517709;0.0001586346974243;music;t80
drake;crew love;2011;pop;0.0005980861520502;0.3858984078847612;0.2279108713964572;obscene;t81
mac miller;donald trump;2011;pop;0.0004965243444011;0.6220080147297737;0.1194770275873771;obscene;t82
j. cole;nobody's perfect;2011;pop;0.0005847953481352;0.7920502545218239;0.097790258825561;obscene;t83
ed sheeran;the a team;2011;pop;0.0005159958934097;0.6285064442759667;0.6716864173558409;violence;t84
alexandra stan;mr. saxobeat;2011;pop;0.0005847953246202;0.7032383840571862;0.0239950040110482;music;t85
falling in reverse;the drug in me is you;2011;pop;0.0005159959047324;0.5266977147189429;0.0149588503602915;violence;t86
wiz khalifa;no sleep;2011;pop;0.000326904227235;0.6404202317773205;0.1094368568643141;obscene;t87
christina perri;jar of hearts;2011;pop;0.3971603613678015;0.3111664681035416;0.7289153904772997;sadness;t88
nicki minaj;starships;2011;pop;0.0006191950683932;0.7422289613343442;0.1355413007442778;obscene;t89
the head and the heart;rivers and roads;2011;pop;0.0689533788083142;0.4682118488032059;0.7018069295250298;obscene;t90
david guetta;titanium (feat. sia);2011;pop;0.3628197024187662;0.5819343658615834;0.0692761739720622;violence;t91
drake;marvins room;2011;pop;0.0003395585826526;0.4660457056211416;0.6485940246927959;obscene;t92
foster the people;pumped up kicks;2011;pop;0.0005599104286841;0.7270659590598939;0.1455814714673408;obscene;t93
selena gomez & the scene;love you like a love song;2011;pop;0.0157561748618603;0.8624499079389149;0.0764046951854369;music;t94
ed sheeran;give me love;2011;pop;0.0008097166531369;0.5028701397162353;0.6967868441634983;romantic;t95
young the giant;cough syrup;2011;pop;0.1322457509255403;0.5115347124444927;0.0344367815630336;world/life;t96
ed sheeran;kiss me;2011;pop;0.2582232485069962;0.5711036499512618;0.6425699222589581;romantic;t97
falling in reverse;i'm not a vampire;2011;pop;0.2005674636011296;0.1876963067258745;0.0089046274142845;violence;t98
panic! at the disco;memories;2011;pop;0.5930446515428904;0.4627964908480451;0.0004738960581285;sadness;t99
a$ap rocky;peso;2011;pop;0.0008223684619723;0.5039532113072674;0.1676698470580793;obscene;t100
the ready set;killer;2011;pop;0.4929231974040559;0.630672587458031;0.1536136080457912;sadness;t101
mac miller;party on fifth ave.;2011;pop;0.0008488964686454;0.5765190079064226;0.0637540800743775;obscene;t102
rise against;satellite;2011;pop;0.0004278990516784;0.352323188562764;0.0037038189797379;world/life;t103
rihanna;birthday cake;2011;pop;0.0019493179342731;0.6934907397378968;0.3212844591209429;obscene;t104
wiz khalifa;when i'm gone;2011;pop;0.0515122729418388;0.6924076681468645;0.4979914638468513;obscene;t105
coldplay;princess of china;2011;pop;0.5378715235816891;0.3934799090219864;0.0038644617113069;sadness;t106
mac miller;another night;2011;pop;0.0005370569640269;0.5938481533629373;0.6104413759451567;obscene;t107
the cab;temporary bliss;2011;pop;0.1710401554262216;0.4292212715260479;0.002448797639355;violence;t108
panic! at the disco;trade mistakes;2011;pop;0.3052285674193075;0.4389689158453375;0.0001686748681474;sadness;t109
david guetta;she wolf (falling to pieces) (feat. sia);2011;pop;0.6860795166874398;0.4790425647135276;0.0827300027409666;sadness;t110
lil wayne;megaman;2011;pop;0.0004422821980537;0.4790425647135276;0.0114447906072194;obscene;t111
a day to remember;2nd sucks;2011;pop;0.040459235608208;0.4757933499404311;0.0001325302535444;obscene;t112
panic! at the disco;let's kill tonight;2011;pop;0.0736556552677818;0.4259720567529514;0.0042961890523986;violence;t113
drake;over my dead body;2011;pop;0.0405052866032452;0.4627964908480451;0.7620479538634076;obscene;t114
ed sheeran;small bump;2011;pop;0.0006265664679961;0.8104624715693709;0.6917667588019668;romantic;t115
adele;don't you remember;2011;pop;0.0909356429876346;0.6263403010939024;0.206826512878025;world/life;t116
drake;practice;2011;pop;0.000343997266365;0.4162244124336619;0.5763047954867425;obscene;t117
the drums;money;2011;pop;0.0032894738021856;0.5862666522257122;0.216866683601088;obscene;t118
adele;one and only;2011;pop;0.2283860782732907;0.4357197010722409;0.2961840323132854;world/life;t119
foster the people;i would do anything for you;2011;pop;0.3167310622322024;0.5797682226795191;0.0373484310727219;sadness;t120
gym class heroes;the fighter (feat. ryan tedder);2011;pop;0.0004784689410485;0.5743528647243584;0.0778103190866657;violence;t121
nicki minaj;pound the alarm;2011;pop;0.0007112375647198;0.7216506011047331;0.0404608839968714;obscene;t122
lady gaga;judas;2011;pop;0.1876266992087641;0.6490848045055778;0.0009698804918478;violence;t123
mac miller;smile back;2011;pop;0.0004741583879214;0.5104516408534604;0.0002881528997519;obscene;t124
coldplay;every teardrop is a waterfall;2011;pop;0.3751823095006501;0.3934799090219864;0.0019367489324788;sadness;t125
lauren aquilina;king;2012;pop;0.0012531329212273;0.6837430954186072;0.9046183781309016;violence;t126
john mayer;shadow days;2012;pop;0.1329585294783829;0.4963717101700423;0.0738946525046712;world/life;t127
will reagan;set a fire;2012;pop;0.3472317674040218;0.326329470377992;0.0044769121254137;sadness;t128
trey songz;heart attack;2012;pop;0.583632272001194;0.591682010180873;0.0595372083706911;sadness;t129
john mayer;the age of worry;2012;pop;0.3029123776278657;0.4833748510776563;0.3433728347116814;sadness;t130
future;turn on the lights;2012;pop;0.0003580379652888;0.578685151088487;0.0410632942402552;obscene;t131
rihanna;right now;2012;pop;0.1465042860480142;0.6425863749593849;0.0356416020498012;night/time;t132
lana del rey;million dollar man;2012;pop;0.2033289320347437;0.3469078306076032;0.4859432589791757;obscene;t133
usher;lemme see (feat. rick ross);2012;pop;0.0025062656898539;0.6436694465504169;0.0263042432773526;violence;t134
tennis;origins;2012;pop;0.0505152280344071;0.559189862449908;0.0464849864307092;world/life;t135
flume;insane;2012;pop;0.0018796993533601;0.3100833965125095;0.0507018581343957;violence;t136
the neighbourhood;wires;2012;pop;0.0012531329008442;0.5321130726741038;0.0004397594776701;violence;t137
one direction;i wish;2012;pop;0.4588221071173224;0.611177298819452;0.0075692847081171;sadness;t138
the lumineers;big parade;2012;pop;0.1687067831854224;0.8147947579334995;0.4186741151346538;violence;t139
one direction;she's not afraid;2012;pop;0.452268805049227;0.4595472760749486;0.0091154709994688;sadness;t140
milo greene;1957;2012;pop;0.6323501405221461;0.3534062601537961;0.6656623149220029;sadness;t141
tyga;make it nasty;2012;pop;0.000619195076445;0.902523556807105;0.1807220689980612;obscene;t142
katy perry;part of me;2012;pop;0.3881848606838723;0.6555832340517709;0.0003544180265241;sadness;t143
the lumineers;dead sea;2012;pop;0.0016447369301846;0.7054045272392505;0.8132528245510288;violence;t144
kelly clarkson;catch my breath;2012;pop;0.3669970463861422;0.6826600238275752;0.0251998244978157;sadness;t145
